"1.4 - Extensión superficial, población efectiva y densidad de población, año 2021",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
 ,,,,,
   Mayabeque,3743.81,43.1,3700.71,373855,99.85950141700567
     Bejucal,115.36,-,115.36,27353,237.10991678224687
     San José de las Lajas,593.72,-,593.72,78944,132.96503402277168
     Jaruco,275.92,-,275.92,23882,86.55407364453464
     Santa Cruz del Norte,380.33,-,380.33,34362,90.34785580942865
     Madruga,465.6,-,465.6,26063,55.97723367697594
     Nueva Paz,524.84,-,524.84,22952,43.73142290983919
     San Nicolás,229.51,-,229.51,20203,88.02666550477103
     Güines,434.89,-,434.89,63763,146.61868518475936
     Melena del Sur,231.8,-,231.8,20043,86.46678170836928
     Batabanó,251.75,43.1,208.65,26814,106.51042701092354
     Quivicán,240.09,-,240.09,29476,122.77062768128619
   Matanzas,11791.820000000002,217.03999999999996,11574.78,695186,58.95493655771543
     Matanzas,370.86,-,370.86,157603,424.9662945585935
     Cárdenas,555.66,26.86,528.8,153207,275.72076449627474
     Martí,1012.26,105.16,907.1,21470,21.209965819058343
     Colón,607.88,-,607.88,66953,110.14180430348095
     Perico,278.38,-,278.38,29382,105.54637545800705
     Jovellanos,503.76,-,503.76,56623,112.4007463871685
     Pedro Betancourt,387.02,-,387.02,29463,76.12784868999019
     Limonar,441.69,-,441.69,26348,59.65269759333469
     Unión de Reyes,873.49,-,873.49,34871,39.92146447011414
     Ciénaga de Zapata,4162.400000000001,85.02,4077.38,10219,2.45507399577167
     Jagüey Grande,881.86,-,881.86,58679,66.5400403692196
     Calimete,958.21,-,958.21,27237,28.424875549201115
     Los Arabos,758.35,-,758.35,23131,30.501747214346935
   Villa Clara,8411.81,492.43,7919.379999999999,752654,89.47586785721504
     Corralillo,837.3,-,837.3,24830,29.65484294756957
     Quemado de Güines,332.82,-,332.82,20488,61.558800552851395
     Sagua la Grande,961.9000000000001,279.69,682.21,49321,51.274560765152295
     Encrucijada,591.55,-,591.55,31437,53.14343673400389
     Camajuaní,585.71,-,585.71,57057,97.41510303733929
     Caibarién,385.76,212.74,173.02,39832,103.255910410618
     Remedios,589.98,-,589.98,42004,71.19563375029662
     Placetas,656.47,-,656.47,64476,98.216217039621
     Santa Clara,668.82,-,668.82,238511,356.6146347298226
     Cifuentes,415.9,-,415.9,26026,62.577542678528495
     Santo Domingo,878.07,-,878.07,46804,53.303267393260214
     Ranchuelo,521.83,-,521.83,50634,97.03160032960925
     Manicaragua,985.7,-,985.7,61234,62.122349599269555
,,,,,
,,,,,
"1.4 - Extensión superficial, población efectiva y densidad de población, año 2021 (continuación)",,,,,
,,,,,
,,,,,
,,,,,
,Extensión superficial (km2),,,                       Población, Densidad de
,,              Cayos,Área de,efectiva, población
CONCEPTO,Total,  adyacentes,tierra firme,         (U) ,(hab/km2)
,,,,,
  Cienfuegos,4188.610000000001,0.7,4187.91,392960,93.81632570232128
     Aguada de Pasajeros,655.57,-,655.57,30935,47.187943316503194
     Rodas,572.71,-,572.71,32384,56.54519739484206
     Palmira,310.36,-,310.36,31474,101.4112643381879
     Lajas,432.65,-,432.65,21055,48.66520281983127
     Cruces,193.35,-,193.35,28726,148.56995086630462
     Cumanayagua,1089.25,-,1089.25,46646,42.82396144135873
     Cienfuegos,355.63,0.7,354.93,171742,482.9232629418216
     Abreus,579.09,-,579.09,29998,51.801965152221584
  Sancti Spíritus,6777.280000000001,12.16,6765.120000000001,452047,66.70035766561216
     Yaguajay,1055.57,10.96,1044.61,53211,50.409731235256785
     Jatibonico,763.7,-,763.7,41325,54.11156213172711
     Taguasco,502.15,-,502.15,32316,64.35527232898536
     Cabaiguán,596.76,-,596.76,62480,104.69870634761043
     Fomento,474.31,-,474.31,31096,65.56049840821403
     Trinidad,1167.57,0.83,1166.74,75725,64.8569250665913
     Sancti Spíritus,1142.1999999999998,0.37,1141.83,139373,122.02153738399582
     La Sierpe,1075.02,-,1075.02,16521,15.368086175140927
   Ciego de Ávila,6971.639999999999,776.74,6194.9,420592,60.32899002243375
     Chambas,766.96,-,766.96,36203,47.20324397621779
     Morón,1246.49,654.32,592.17,67988,54.54355831173936
     Bolivia,891.95,-,891.95,14987,16.802511351533155
     Primero de Enero,651.54,-,651.54,22272,34.18362648494337
     Ciro Redondo,567.08,-,567.08,29983,52.87261056641038
     Florencia,290.69,-,290.69,18105,62.28284426708865
     Majagua,497.63,-,497.63,24341,48.91385165685349
     Ciego de Ávila,450.04,-,450.04,149989,333.2792640654164
     Venezuela,821.02,122.42,698.6,25237,30.738593456919443
     Baraguá,788.24,-,788.24,31487,39.94595554653405
   Camagüey,15386.16,1233.96,14152.2,742486,48.25674502279971
     Carlos Manuel de Céspedes,664.13,-,664.13,22705,34.18758375619231
     Esmeralda,1905.82,666.99,1238.83,29143,15.291580527017242
     Sierra de Cubitas,566.38,-,566.38,17909,31.620113704579964
     Minas,1056.33,-,1056.33,35765,33.85779065254229
     Nuevitas,1372.32,452.17,920.15,58950,42.95645330535152
     Guáimaro,1286.03,-,1286.03,35937,27.9441381616292
     Sibanicú,745.11,-,745.11,28989,38.90566493537867
     Camagüey,1098.58,-,1098.58,321732,292.86169418704145
     Florida,1743.78,-,1743.78,68145,39.07889756735368
     Vertientes,2041.09,-,2041.09,48580,23.80100828478901
     Jimaguayú,783.43,-,783.43,19694,25.138174438048072
     Najasa,885.32,-,885.32,14809,16.727285049473636
     Santa Cruz del Sur,1237.84,114.8,1123.04,40128,32.417759968978224
,,,,,
"1.4 - Extensión superficial, población efectiva y densidad de población, año 2021 (continuación)",,,,,
,,,,,
,,,,,
,,,,,
,Extensión superficial (km2),,,                       Población, Densidad de
,,              Cayos,Área de,efectiva, población
CONCEPTO,Total,  adyacentes,tierra firme,         (U) ,(hab/km2)
,,,,,
,,,,,
   Las Tunas,6592.66,8.93,6583.73,523107,79.34687971167935
     Manatí,942.3000000000001,1.36,940.94,28677,30.432983126392866
     Puerto Padre,1106.25,2.94,1103.31,89171,80.60655367231638
     Jesús Menéndez,638.17,-,638.17,46809,73.34879420843976
     Majibacoa,698.89,-,698.89,40497,57.9447409463578
     Las Tunas,908.92,-,908.92,209717,230.73207763059457
     Jobabo,885.63,-,885.63,40663,45.9142079649515
     Colombia,559.97,-,559.97,31364,56.01014340053931
     Amancio ,852.53,4.63,847.9,36209,42.47240566314382
   Holguín,9215.72,48.099999999999994,9167.619999999999,1001194,108.63980242455284
     Gibara,619.35,-,619.35,69424,112.09170904981028
     Rafael Freyre,618.46,0.13,618.33,53559,86.600588558678
     Banes,578.82,0.22,578.6,66835,115.46767561590822
     Antilla,302.74,0.12,302.62,21186,69.98084164629715
     Báguanos,803.4,-,803.4,48180,59.97012696041823
     Holguín,689.81,-,689.81,347952,504.41715834795093
     Calixto García,591.26,-,591.26,53264,90.08557994790786
     Cacocum,662.14,-,662.14,39278,59.31978131512973
     Urbano Noris,770.12,-,770.12,38059,49.4195709759518
     Cueto,329.04,-,329.04,30881,93.85181132992949
     Mayarí,1304.2,42.89,1261.31,93137,71.41312682103971
     Frank País,480.08,2.12,477.96,22430,46.721379770038325
     Sagua de Tánamo,699.97,-,699.97,45366,64.81134905781676
     Moa,766.33,2.62,763.71,71643,93.48844492581524
   Granma,8374.240000000002,6.34,8367.900000000001,804334,96.0485966487705
     Río Cauto,1502.14,-,1502.14,45793,30.48517448440225
     Cauto Cristo,552.74,-,552.74,20521,37.12595433657778
     Jiguaní,629.89,-,629.89,59062,93.76557811681405
     Bayamo,927.9,-,927.9,234933,253.18784351762045
     Yara,560.28,-,560.28,54238,96.80516884414936
     Manzanillo,498.95,2.59,496.36,123610,247.7402545345225
     Campechuela,585.01,-,585.01,41746,71.35946394078734
     Media Luna,367.25,-,367.25,31804,86.6004084411164
     Niquero,579.77,3.5,576.27,41359,71.33690946409783
     Pilón,462.3,0.25,462.05,28867,62.44213714038503
     Bartolomé Masó,637.93,-,637.93,46991,73.66168701895192
     Buey Arriba,477.79,-,477.79,30737,64.33161012160154
     Guisa,592.29,-,592.29,44673,75.42420098262676
,,,,,
,,,,,
,,,,,
,,,,,
"1.4 - Extensión superficial, población efectiva y densidad de población, año 2021 (conclusión)",,,,,
,,,,,
,,,,,
,,,,,
,Extensión superficial (km2),,,                       Población, Densidad de
,,              Cayos,Área de,efectiva, población
CONCEPTO,Total,  adyacentes,tierra firme,         (U) ,(hab/km2)
,,,,,
   Santiago de Cuba,6227.78,0.15000000000000002,6227.629999999999,1031695,165.66015498299555
     Contramaestre,682.29,-,682.29,104221,152.75176244705332
     Mella,332.16,-,332.16,33986,102.3181599229287
     San Luis,683.14,-,683.14,77642,113.65459495857365
     Segundo Frente,535.96,-,535.96,40256,75.11008284200312
     Songo - La Maya,714.15,-,714.15,90098,126.16117062241827
     Santiago de Cuba,1031.74,0.1,1031.64,501073,485.65820846337255
     Palma Soriano,928.24,-,928.24,120006,129.28337498922693
     Tercer Frente,369.57,-,369.57,30320,82.04129123034879
     Guamá,950.53,0.05,950.48,34093,35.86735821068246
   Guantánamo,6167.970000000001,1.65,6166.3200000000015,498292,80.78703365937251
     El Salvador,630.38,-,630.38,41741,66.21561597766427
     Manuel Tames,1051.55,-,1051.55,36332,34.55090105082973
     Yateras,625.34,-,625.34,18758,29.99648191383887
     Baracoa,974.36,-,974.36,78247,80.30604704626627
     Maisí,523.31,-,523.31,28981,55.38017618619939
     Imías,527.48,-,527.48,20943,39.703875028437096
     San Antonio del Sur,584.94,-,584.94,25728,43.983998358806026
     Caimanera,360.58,1.65,358.93,11088,30.75045759609518
     Guantánamo,257.39,-,257.39,220238,855.6587280003108
     Niceto Pérez,632.64,-,632.64,16236,25.663884673748104
 Isla de la Juventud,2419.27,215.12,2204.15,82038,33.910229118701096
1 Ver párrafo 7 de la Introducción,,,,,
,,,,,
Fuente: Sistema Informativo del Catastro Nacional. Instituto Nacional de Ordenamiento Territorial y Urbanismo. 20 de abril de 2023.,,,,,
,,,,,
"Densidad de Población por provincias y municipios, Año 2021",,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
"Fuente: ONEI (2024) Sistema de Información Estadístico Nacional (SIEN), de Demografía 2021.",,,,,
